姓名,副科级,正科级,副处级,正处级,副厅级,正厅级,副部级,正部级,现级别,工作省份,工作地区,企业经历,(副)市长,党委(副)书记
于军,0,0,0,1995,2002,2015,0,0,6,"北京,贵州","北京,六盘水,海淀区",1,0,1
徐江,0,1992,1996,1998,2010,2015,0,0,6,"四川,重庆","北区,重庆,合作",0,0,0
喜清江,0,0,0,0,0,2013,0,0,6,宁夏,吴忠,0,1,0
鸟成云,0,0,1995,1998,0,2002,2018,0,7,青海,海东,1,1,0
卫岗,1989,0,1994,2009,0,2017,0,0,6,云南,瑞丽,0,1,1
马志勇,1990,1993,1996,1998,0,2000,0,0,0,"吉林,黑龙江","七台河,哈尔滨,吉林,太平区,鸡西,牡丹江",0,1,0
常书铭,0,0,0,0,0,0,0,0,6,山西,晋中,0,1,1
冷杰松,0,0,0,0,0,0,2015,0,0,"内蒙古,山西","内蒙古自治区,兰州",0,0,0
邓勇,0,0,0,0,0,2010,2015,0,7,"北京,四川,新疆","北京,石家庄",0,0,1
蔡振红,0,0,1992,1996,0,0,2015,0,0,"山东,湖南",合作,1,1,0
房灵敏,0,0,1983,1996,0,0,2015,0,7,"广西,西藏",,0,0,1
王双全,0,0,0,0,0,0,2018,0,7,浙江,,0,0,1
杨元忠,0,0,0,1993,2003,2015,0,0,0,"甘肃,内蒙古","临夏,内蒙古自治区",0,0,0
江夏,0,1998,0,2003,2010,0,0,0,4,"四川,重庆","重庆,津,新区",0,0,1
殷勇,0,0,0,0,0,0,2018,0,7,北京,北京,1,1,1
左永祥,0,0,0,0,0,0,0,1991,6,"四川,重庆","重庆,中区,寿县",1,1,1
杨照辉,0,0,0,0,0,2015,0,0,0,,普洱,0,1,0
丁绣峰,0,1994,1995,1997,2009,2015,0,0,6,河北,"唐山,衡水,新区,平乡县,沧州",0,1,0
董保同,0,0,1992,0,1997,2008,0,0,0,"北京,云南","北京,曲靖,昆明",1,1,0
彭宇行,0,0,0,0,0,2009,2017,0,0,四川,"绵阳,内江,成都",1,1,1
纪峥,0,0,0,0,0,1996,2015,0,0,"宁夏,新疆","银川,吴忠,固原,中卫,灵武",0,1,0
崔述强,0,0,1989,1992,0,2013,2017,0,7,北京,"北京,兴县,海淀区",1,1,0
康涛,0,0,0,0,1989,2011,0,0,6,福建,"厦门,南京,泉州,集美区",0,1,0
张旭晨,0,0,1999,0,2007,2010,0,0,6,甘肃,"白银,陇南,兰州",0,1,0
崔枫林,1990,0,0,0,0,1998,2017,0,7,辽宁,"葫芦岛,大连,本溪",1,1,1
普布顿珠,0,2000,2002,2005,2012,2016,0,0,6,西藏,"那曲,拉萨,山南",0,1,1
杨智,0,1986,0,1998,2005,2013,0,0,0,湖北,"黄冈,伍家岗区,宜昌,荆州",1,1,1
任晓春,0,1985,1993,1999,0,2002,0,0,0,四川,"内江,合作,南充,阆中",0,1,0
刘和生,0,1984,1992,2000,2006,2015,0,0,0,湖南,"攸县,娄底,祁东县,岳阳,郴州,株洲",0,1,0
陈勇,0,0,0,0,1993,2001,0,0,0,山东,"济南,周村区,德州,淄博,桓台县",0,0,0
王边疆,0,0,0,0,0,0,2015,0,0,辽宁,,0,0,0
王贺胜,0,0,0,0,0,0,2015,0,7,"湖北,天津","津,天津",0,0,1
余长明,1984,1989,0,1998,2004,2012,0,0,6,"四川,重庆","绵阳,重庆",0,0,0
朱中奎,0,0,0,0,2015,2017,0,0,6,西藏,,0,0,0
吴德军,1990,1996,1999,2005,2013,2015,0,0,0,青海,,1,0,1
李伟,0,0,0,0,0,0,2018,0,7,新疆,,0,0,0
杨自力,1991,0,1993,0,1998,2015,0,0,0,"四川,河南","攀枝花,遂宁,自贡",1,1,1
宋军继,0,0,1995,2000,0,2004,0,0,0,山东,"烟台,聊城,淄博,蓬莱,海阳",0,1,0
陆晓栋,0,0,2015,2015,0,0,0,0,6,上海,"静安区,上海",1,0,0
阚吉林,0,1997,0,0,2000,0,0,0,4,重庆,"北区,重庆",0,0,0
梁桂,0,0,1996,1998,2002,0,2013,0,7,"陕西,安徽,上海","阜阳,浦东新区,上海,新区",1,0,1
冉华章,0,0,2003,0,2011,2016,0,0,6,"四川,重庆",重庆,0,0,0
刘芳震,0,0,0,0,2015,2015,0,0,6,湖北,恩施,0,1,1
李国英,0,0,1991,1992,0,1999,2001,2016,8,"安徽,黑龙江",,0,1,0
代钦,0,0,2000,2006,2008,2011,0,0,0,"内蒙古,广东","兴安盟,江门,阿拉善盟,锡林郭勒盟,内蒙古自治区,锡林浩特",1,1,0
毛伟明,0,1991,0,1998,0,2001,2013,0,0,"江苏,江西,浙江","武进,常州,泰州",1,1,1
王黎明,0,1982,0,1991,0,0,2015,0,7,"甘肃,青海",酒泉,1,0,0
胡家福,1992,1993,1994,1997,2000,2011,2015,0,7,"北京,吉林,山东","北京,吉林",0,0,1
罗永纲,0,1986,1993,0,2007,2015,2016,0,0,"湖北,内蒙古","鄂尔多斯,呼和浩特,内蒙古自治区,巴彦淖尔,东胜区,通辽,土默特左旗",0,1,0
胡焯,1983,1992,1994,0,2005,2011,2015,0,7,"江西,广西,甘肃","于都县,南昌",0,0,0
"雍成瀚,男",0,0,0,0,2003,2015,0,0,0,安徽,"合肥,芜湖,池州",1,1,0
傅奎,0,1986,1989,1994,0,2005,2014,0,7,"北京,江苏,湖南","北京,句容,合作,句容县",0,0,0
林武,0,0,0,0,0,2005,2015,2019,8,"吉林,湖南,江西,山西","吉林,娄底,湘潭",1,1,0
陈晏,1995,1997,2002,2005,2012,2015,0,0,6,贵州,"铜仁,贵阳,新区",1,1,0
吕玉印,0,1998,2001,2005,2009,2014,0,0,6,,"深圳,肇庆,新区",0,1,0
肖亚非,0,0,1993,2001,2011,2018,0,0,6,"江西,广东","深圳,中山,东莞",1,1,0
林彬杨,0,0,0,2000,0,2008,0,0,6,"江西,新疆","抚州,临川区,黎川县,新余,九江,代县",1,1,1
王成国,0,0,0,0,0,2014,0,0,6,北京,"北京,平谷区",1,0,1
向业顺,0,0,1998,2015,0,0,0,0,4,"四川,重庆",重庆,0,0,1
杨斌,0,0,0,0,0,2015,0,0,0,云南,楚雄,0,0,1
张志军,0,0,0,1998,2001,2012,2019,0,7,吉林,"白山,吉林,辽源,长春",0,1,0
齐建新,0,0,0,0,0,2015,0,0,6,云南,,1,0,0
曾一春,0,1987,1987,1993,0,2003,2015,0,0,"内蒙古,宁夏,河北","津,涿州,内蒙古自治区",0,0,0
彭佳学,0,0,0,0,0,2015,2018,0,7,浙江,绍兴,1,1,0
孙志刚,0,0,0,0,1992,1993,2002,2015,8,"安徽,河南,上海,贵州,湖北","荥阳,汉阳区,宜昌,上海,武汉",1,1,0
刘虎山,0,0,0,1987,2014,2015,0,0,6,西藏,"日喀则,成都",0,1,0
谢元,0,0,0,0,0,0,0,0,6,天津,"津,天津,东丽区",1,0,0
董华,0,0,0,1993,0,0,2015,0,7,云南,,1,0,1
姚国华,0,1993,1995,1998,2007,2008,0,0,0,云南,普洱,0,1,1
王凤波,0,0,0,0,0,2015,0,0,6,辽宁,"沈阳,辽阳",0,1,0
王喜良,0,0,0,0,0,2015,0,0,6,云南,昆明,1,1,0
葛海鹰,0,0,0,0,0,2015,0,0,0,辽宁,"抚顺,丹东",1,1,0
董晓宇,0,0,2000,2008,2013,2015,0,0,6,河北,"保定,曲阳县,邢台,衡水,清苑县,廊坊,涿州",0,1,0
潘临珠,0,0,1995,1996,0,1999,0,0,6,"北京,宁夏,山西","石嘴山,北京,代县,密云县,临汾,怀柔区",1,1,0
陈向群,1983,1988,1991,1994,1998,2002,2008,0,7,"湖南,辽宁,吉林,广西,山西","北海,柳州,南宁,深圳,吉林,玉林",1,1,0
蒲继承,0,0,2003,2015,2016,2017,0,0,6,"四川,重庆","重庆,合作",0,0,1
郭大进,0,0,0,0,0,2008,0,0,6,"北京,云南","西安,北京,昭通",1,1,1
姜有为,0,0,1995,0,2005,2009,2015,0,7,"吉林,辽宁","吉林,沈阳,辽源,白山",1,1,0
苗雨丰,0,0,0,0,0,0,2015,0,0,吉林,吉林,0,0,0
赵海山,0,0,0,0,0,2006,2015,0,7,"北京,湖北,天津","北京,津,天津",1,1,1
傅明先,0,0,0,1994,2013,2015,0,0,6,山东,"李沧区,济宁,青岛,胶州,崂山区,城阳区",1,1,1
王灏,0,0,0,0,0,0,0,0,6,北京,"北京,朝阳,朝阳区",1,0,1
董一兵,0,1989,0,1998,2004,2015,0,0,6,山西,"运城,忻州,朔州,夏县,临汾,阳泉,稷山县",0,1,0
宋亮,0,0,1993,1996,2000,2011,2016,0,7,"内蒙古,甘肃","通辽,乌海,内蒙古自治区,赤峰",0,0,0
徐衣显,0,1994,2002,2005,2015,2015,0,0,6,"天津,河南,河北","天津,焦作,盐山县,洛阳,津",0,1,0
常丽虹,0,0,1995,0,2008,2015,0,0,6,河北,"石家庄,邢台,新区,井陉矿区,矿区,承德",0,1,0
顾洪辉,0,0,0,2015,0,0,0,0,8,上海,"长宁区,上海",0,1,0
朱芝松,0,0,0,0,0,2015,0,0,6,上海,"闵行区,哈尔滨,上海",0,0,1
王立伟,0,1985,0,1997,0,2004,0,0,6,山西,"岚县,岢岚县,忻州,吕梁,五寨县",0,1,0
杨伟东,0,1985,1997,2001,2006,2014,2018,0,7,"江西,内蒙古","南昌县,南昌,新建县,九江,内蒙古自治区",0,0,1
赵德光,0,0,0,0,2015,2015,0,0,6,云南,保山,0,1,0
高朋,0,0,0,0,0,2015,0,0,6,北京,"北京,顺义区",1,0,0
王新伟,0,0,2000,0,0,2002,2020,0,7,"河南,浙江","郑州,哈密,舞钢,湛河区,平顶山,安阳,临海,新华区",0,1,1
吴炜,0,0,1995,2000,2008,2015,0,0,6,广西,"柳州,南区,南宁",1,1,0
赵爱军,0,0,0,0,0,2015,0,0,0,辽宁,鞍山,0,1,0
陈绍旺,0,0,0,0,0,2015,2020,0,7,"天津,辽宁","天津,西青区,大连,津,和平区",1,1,1
安伟,0,0,0,1991,0,2013,0,0,6,河南,"兰州,陵县,三门峡,新乡,鄢陵县",0,1,0
农融,0,0,0,0,2013,2015,0,0,0,广西,"防城港,贵港",0,1,0
唐云舒,0,1989,1998,2002,2010,2015,0,0,6,广西,"钦州,河池",0,1,1
穆鹏,0,0,0,0,0,0,0,0,6,北京,北京,1,0,0
项雪龙,0,0,0,1992,0,2011,0,0,6,江苏,"溧水县,连云港,江阴,江阴县,南京,无锡",0,1,1
周铁根,0,1989,1995,2002,2011,2013,0,0,6,江苏,"徐州,江阴,如东县,任县,如皋,南京,无锡,南通",0,1,0
王宁,0,0,0,0,0,1999,2015,0,7,"福建,新疆","福州,新区",0,0,0
李明伟,0,0,0,0,0,2015,0,0,6,吉林,"吉林,白城",0,1,0
史立军,0,0,0,0,1995,2016,0,0,6,"北京,江苏,辽宁","北京,无锡,泰州",1,1,1
李建成,1993,1994,0,0,2006,2016,0,0,6,"天津,福建","龙岩,天津,宝坻区,津,河东区,武清区,东区",0,0,1
韩立明,1992,0,1994,2005,2011,2016,2019,0,7,江苏,"常州,溧阳,泰州,武进,新区,南京,钟楼区,南通,镇江",0,1,1
王昌荣,0,0,0,0,0,2016,2017,0,7,浙江,台州,0,0,0
惠进才,1984,1985,0,1995,2009,2016,0,0,6,"陕西,吉林,福建","闽侯县,咸阳,任县,新区,吉林,宝鸡,白城",0,1,1
牛俊雁,0,1992,1997,2003,2008,2015,0,0,6,内蒙古,"白云矿区,包头,鄂尔多斯,青山区,内蒙古自治区,巴彦淖尔,矿区",1,1,1
雷应敏,0,1992,0,1999,2008,2016,0,0,6,广西,"南区,柳州,南宁,来宾,北区,贵港",1,1,0
杨兴平,0,0,0,0,0,0,2013,0,7,四川,成都,0,0,0
周敏浩,0,0,0,2016,0,0,0,0,6,上海,"普陀区,上海",0,0,0
黄宗华,0,0,0,1999,2001,2016,0,0,6,"西藏,重庆,北京,上海,四川","重庆,新区,北京,上海,北区,静安区",1,0,1
卢红,0,1989,2003,2005,2014,2017,0,0,6,"四川,重庆","重庆,任县,新区",1,0,0
彭琳,0,0,1992,2001,0,2002,0,0,6,"四川,重庆","重庆,乐山,自贡,成都,津,代县",0,1,0
刘惠,0,1991,1996,0,0,2010,2016,0,7,"北京,安徽,内蒙古,台湾","城区,合作,北京,呼和浩特,内蒙古自治区,新城区,乌海",0,0,0
秦恩亭,1984,1993,1995,0,2005,2016,0,0,0,黑龙江,"黑河,哈尔滨",1,0,0
刘国中,0,0,1996,1998,0,2004,2007,2016,8,"陕西,吉林,四川,黑龙江","吉林,哈尔滨,鹤岗",0,0,0
宋宏伟,0,1996,1997,0,0,2000,0,0,6,黑龙江,"双鸭山,大庆",0,1,0
曲敏,0,0,1994,1998,2003,2005,0,0,6,黑龙江,"哈尔滨,绥化",0,1,1
曲敏,0,0,1994,1998,2003,2005,0,0,6,黑龙江,"哈尔滨,绥化",1,1,1
刘有明,0,0,0,1987,2006,2016,0,0,6,广西,"梧州,北流,崇左,代县,中山",0,0,0
于绍良,0,0,0,0,0,2008,2016,0,7,"陕西,湖北,河北,上海",上海,0,0,0
邹铭,1990,1993,1994,1997,2010,0,2016,0,0,"北京,河北,广东","北京,廊坊",0,1,0
邹自景,1993,1998,2002,2004,2012,2016,0,0,6,"四川,河北","广元,石家庄",0,1,0
李雷,0,0,0,0,0,0,2016,0,0,黑龙江,沈阳,0,0,0
郑艺,0,0,0,0,0,2016,0,0,6,云南,丽江,0,1,0
杜紫平,0,1985,1995,2002,2006,2016,0,0,6,四川,"眉山,宜宾",0,1,1
郭亨孝,0,0,1998,0,0,2003,0,0,6,四川,"南京,达州,合作,任县",0,1,1
常斌,0,0,2007,2016,0,0,0,0,6,重庆,"重庆,新区",0,0,0
杨健,0,0,0,0,0,2016,0,0,0,,大理,0,0,0
罗虎在,0,1986,1995,2000,2006,2015,0,0,0,内蒙古,"化德县,合作,锡林郭勒盟,乌兰察布,商都县,呼伦贝尔,内蒙古自治区,卓资县,集宁区",1,0,0
谭庆,1991,0,2001,2003,0,0,0,2006,6,"四川,重庆,江西","北区,重庆,津",0,1,0
张恩惠,0,0,0,2002,2010,0,2020,0,7,内蒙古,"赤峰,兴安盟,托克托县,呼和浩特,内蒙古自治区",1,1,0
孙轶男,0,0,0,0,0,0,1984,0,7,"天津,辽宁","天津,津,丹东,凌源,代县,葫芦岛,朝阳,建平县,铁岭",0,1,1
巴川江,0,0,0,2000,2003,0,0,2013,8,"四川,重庆","北区,重庆",1,1,0
李成群,0,0,0,1990,0,0,0,0,4,"四川,重庆","重庆,代县",0,0,0
纳云德,0,0,0,0,2015,2016,0,0,0,云南,昭通,0,0,1
王志杰,0,0,0,2007,2011,2016,0,0,0,"北京,重庆","北京,重庆,南区,新区",1,0,0
李江河,1987,1995,0,0,0,2000,0,0,6,"江西,浙江","萍乡,合作,宜春",1,1,0
胡海峰,0,0,0,0,2013,2016,0,0,6,浙江,"嘉兴,丽水",0,1,0
孟宪东,0,1996,1998,2002,2014,2016,0,0,6,内蒙古,"敖汉旗,赤峰,锡林郭勒盟,内蒙古自治区,二连浩特,通辽",1,1,0
郭元强,0,0,0,0,2008,2011,2018,0,7,"广西,江苏,广东","珠海,高州,广州,深圳,茂名",1,1,0
林铎,0,0,0,1991,0,2000,2010,2016,8,"北京,黑龙江,甘肃,辽宁","北京,城区,哈尔滨,西城区",1,1,1
张敬华,1987,1993,1994,1996,0,2008,2016,0,7,"江苏,河北","徐州,新区,南京,滦县,镇江",1,1,0
赵飞,0,1992,0,1999,0,2005,0,2014,7,"湖北,天津","黄石,天津,荆门,津,武汉",0,1,1
刘莉,0,1979,0,0,2002,2006,2016,0,0,安徽,"安庆,六安",0,0,0
刘江,1992,1994,1999,0,2009,2012,2016,0,7,西藏,"那曲,拉萨,林芝",0,0,1
"卢雍政同志,男,汉族,1967年9月出生,湖南益阳人,1989年7月参加工作,1986年1月加入中国共产党,在职研究生学历,法学博士。",0,0,0,0,0,0,2016,0,7,贵州,武汉,0,0,0
陈小山,0,0,1984,1998,2003,2016,0,0,0,广东,"梅州,阳江",0,0,0
曹炯芳,0,1992,1996,2001,2004,2016,0,0,6,湖南,湘潭,0,0,0
奇巴图,0,1999,0,0,0,2009,0,0,0,"北京,内蒙古","兴安盟,鄂尔多斯,北京,准格尔旗,呼和浩特,内蒙古自治区,乌审旗,土默特左旗",0,1,1
赵长富,0,0,0,0,0,2015,0,0,6,辽宁,营口,1,1,0
夏新,0,0,0,1983,2015,2016,0,0,6,天津,"天津,东丽区,新区,津,宁河县",0,0,0
顾琨,0,0,0,0,0,2016,0,0,0,云南,,0,0,1
刘可为,0,0,0,0,0,0,0,1982,7,"湖南,河北,广东,北京,宁夏","北京,长沙,衡水",0,0,0
焦兰生,0,1988,0,2008,2011,2016,0,0,6,广东,"西安,中山,珠海,阳江",1,1,1
刘事青,1988,1991,0,1996,2005,2008,0,0,6,湖南,"娄底,双峰县,蓝山县,郴州,邵阳,代县,双牌县,永州",0,1,1
阳卫国,1993,1995,1998,2002,2006,2016,0,0,6,"湖北,湖南","陵县,茶陵县,武汉,株洲,桃江县",1,1,0
杨军,0,1995,0,0,2007,2012,0,0,6,云南,"楚雄,保山,昭通",0,1,0
杜延安,0,0,1997,2000,2004,2011,0,0,6,安徽,"亳州,黄山",0,1,0
王奋彦,0,0,1996,2001,0,2002,0,0,6,甘肃,"兰州,天水,平凉,合作,城区,代县",1,1,0
陈清,0,0,0,0,0,0,2014,0,6,"北京,新疆","北京,房山区,乌鲁木齐",0,0,0
付兆庚,0,0,0,2016,0,0,0,0,6,北京,"北京,门头沟区",0,0,1
陈冰冰,0,0,0,0,2012,2016,0,0,6,安徽,安庆,0,1,0
刘惠,1990,0,0,0,2006,2016,0,0,6,天津,"南区,津南区,西区,天津,津,河西区",0,0,0
朱伟,0,0,0,0,0,2011,0,0,6,广东,"深圳,广州,佛山,湘潭",1,1,1
谈文胜,0,1999,2006,0,2007,2016,0,0,0,湖南,"芙蓉区,宁乡县,长沙,湘潭",0,1,1
唐一军,0,0,1992,1993,1999,2005,2016,2017,0,"辽宁,浙江","永康,青田县,丽水,舟山,宁波",0,1,0
王业天,1993,0,2002,2016,0,0,0,0,0,北京,"北京,广州,海口",0,0,0
王胜,1993,1995,1997,2007,2012,2016,0,0,6,广东,"惠州,云浮,南县,代县,中山",0,1,0
华源,0,0,1996,2016,0,0,0,0,6,上海,"杨浦区,延吉,青浦区,上海,奉贤区",0,0,0
许传智,0,0,1988,1993,1998,2006,2016,0,0,"北京,山东,宁夏,内蒙古","北京,新泰",0,0,0
李明生,1984,1991,1995,1999,2009,2016,0,0,0,甘肃,"武威,嘉峪关",0,1,0
李小三,0,1988,0,1997,2000,2003,2016,0,7,"江西,云南","延安,抚州,井冈山,吉安",0,1,1
李邑飞,0,0,1996,2001,2003,2009,2016,0,7,"云南,贵州,新疆",昆明,0,0,0
何平,0,0,0,1982,2005,2016,0,0,6,四川,"巴中,达州,郊区",1,1,1
陈振亮,0,0,0,0,2004,2016,0,0,6,山西,"朔州,运城",0,1,0
刘予强,0,0,0,2001,0,2010,0,0,0,山西,"忻州,城区,晋城,泽州县,临汾",0,1,0
史万钧,1983,0,0,2001,2010,2016,0,0,6,"北京,内蒙古,上海","朝阳,丰台区,巴林左旗,赤峰,北京,乌兰察布,乌海,内蒙古自治区,呼伦贝尔,上海,喀喇沁旗",0,1,0
杨逢春,0,0,0,0,2003,2010,2016,0,7,"海南,江西,青海","三亚,合作",0,1,0
马秋林,0,0,0,0,0,0,2016,0,7,江苏,南京,1,0,1
胡五岳,0,1993,1996,2001,0,2016,0,0,6,河南,"郑州,许昌,封丘县",0,1,0
张建慧,1991,1995,0,2001,2009,2016,0,0,6,河南,"洛龙区,新区,洛阳,郑州,商丘",0,1,0
农生文,1991,1993,1994,0,0,2000,0,0,6,广西,"钦州,来宾",0,0,0
朱鹤新,0,1993,0,2000,0,0,2016,0,0,"北京,四川,江苏,上海","苏州,北京,南京,上海,南通",1,0,1
吴信宝,0,0,0,0,0,2016,0,0,6,上海,"上海,虹口区",1,0,1
霍好胜,0,0,0,1988,0,1997,0,0,6,河南,"泌阳县,西平县,遂平县,城区,南阳,驿城区,驻马店",0,1,1
王登喜,1984,1993,2002,0,2006,2016,0,0,6,"河南,上海","安阳县,安阳,厦门,汤阴县,上海,许昌,新乡,郑州",1,1,1
杨树海,0,1994,1998,1999,0,0,0,0,4,"四川,重庆,西藏","重庆,永城,昌都",0,0,1
祁美文,0,0,2012,2016,0,0,0,0,4,"四川,重庆",重庆,1,0,0
石强,0,1998,2003,2016,0,0,0,0,4,"四川,重庆",重庆,0,0,1
刘中伯,0,0,1995,2002,0,2016,0,0,6,四川,"南充,宜宾",0,0,0
王常松同志简历,1987,1988,1990,0,0,2010,2016,0,7,"安徽,黑龙江,江苏,北京,吉林,河南,广西","北京,吉林,松原,昆明",1,1,0
李希信,1985,1991,0,1997,2007,2016,0,0,0,山东,"聊城,平原县,陵县,泰安,德州",0,1,1
程志毅,0,0,0,0,0,2016,0,0,6,重庆,"津,重庆",0,0,0
蒲彬彬,0,1993,0,0,2007,0,0,0,4,"四川,重庆","重庆,宜宾",0,1,0
徐万忠,1997,0,0,0,2003,2016,0,0,6,"四川,重庆",重庆,0,0,0
敖刘全,0,0,0,0,2016,2018,0,0,6,西藏,那曲,0,1,0
罗清泉,1991,1995,1998,2001,2003,2016,0,0,0,"四川,重庆",重庆,0,0,0
殷昭举,0,2001,0,2006,0,2008,0,0,6,"北京,广东","广州,潮州,北京,武汉,中山",0,1,0
张兴益,0,0,1998,2003,2011,2016,0,0,6,"四川,重庆",重庆,0,0,1
刘小强,0,2001,0,0,2007,2016,0,0,6,"四川,重庆",重庆,1,0,1
种及灵,0,0,1998,1999,2009,2016,0,0,6,重庆,"深圳,重庆,中区",1,0,0
钟畅姿,1997,2000,0,0,2009,2020,0,0,6,广西,"梧州,贵港,桂平,崇左",0,1,0
马波,0,1990,0,1995,2001,2005,0,0,6,四川,"内江,达州",1,1,0
王俊,1994,0,1998,1998,2006,2016,0,0,6,"四川,重庆,新疆","重庆,成都,南京,昆明",1,0,0
李猛,0,1995,0,0,2006,2013,0,0,6,"山东,安徽","合肥,淮南,铜陵,凤台县,芜湖,德州,丰县",0,0,0
方利旭,1992,1996,1996,1997,0,2005,0,0,0,新疆,"哈密,喀什,广州,潮州,梅州,汕头",0,1,0
余红胜,0,0,0,0,2011,2016,0,0,6,福建,三明,1,1,0
王成,0,1994,1998,2000,2011,2013,2019,0,7,山西,"榆社县,忻州,太原,临汾,晋中",1,1,0
陈旭东,1991,1995,1997,2002,0,2016,0,0,0,上海,"肇庆,中山,上海",0,1,0
刘桂平,0,0,0,1989,0,0,2016,0,0,"重庆,福建,上海,广东","重庆,东莞,湘潭,深圳,肇庆,上海",1,1,1
尤猛军,0,1988,1997,2001,2012,2015,0,0,6,福建,"惠安县,福州,安溪县,泉州,平潭县,代县,晋江,南安",0,1,1
于立新,0,1994,1994,0,0,2015,0,0,6,内蒙古,"呼和浩特,呼伦贝尔,内蒙古自治区",1,1,1
王立彤,1995,0,2003,2006,2012,2017,0,0,0,"安徽,河北,浙江","鹿城区,唐山,邯郸,温州,城区,永嘉县,洞头县,瑞安,代县",0,1,1
陈平,0,1992,1998,2003,2009,2016,0,0,0,河北,"代县,邯郸,廊坊,沧州",0,1,0
赵卫星,0,0,0,2016,0,0,0,0,0,上海,"上海,金山区",0,0,0
李云峰,0,0,0,0,2008,2020,0,0,6,山西,"盂县,平定县,临汾,矿区,阳泉",0,1,0
张德华,1994,1996,2000,2005,0,2009,0,0,6,"云南,新疆",玉溪,0,1,0
刘志宏,0,0,1994,1998,2005,2016,0,0,0,湖南,"运城,晋中,朔州,代县,昔阳县",0,1,0
梅亦,0,0,1993,0,2003,2016,0,0,0,江西,"横峰县,景德镇,南昌",0,1,0
危伟汉,0,0,0,0,1987,2018,0,0,6,,"广州,中山",1,1,1
李建勤,0,0,1992,1993,1996,2002,0,0,6,"北京,四川","北京,广安,攀枝花",0,1,0
田树槐,0,1991,1997,2006,0,2011,0,0,6,辽宁,"朝阳,本溪,建昌县,凌源,葫芦岛,绥中县",0,1,1
李建辉,0,1993,1998,2006,2012,2015,0,0,6,福建,"莆田,城区,安溪县,泉州,鲤城区,晋江",0,1,1
许维泽,0,1982,2000,2001,2011,2016,2020,0,7,福建,"龙岩,石狮,南平,泉州,丰泽区,泉港区,南安",0,1,1
尚朝阳,0,1989,0,1998,2003,2016,0,0,6,河南,"漯河,舞阳县,信阳,洛阳,许昌,临颍县",0,1,0
孟海,0,0,1995,1997,2011,2016,0,0,6,"内蒙古,辽宁,青海","代县,本溪",0,1,0
库尔玛什·斯尔江,1991,1994,1998,0,0,2004,0,0,6,"北京,新疆","奎屯,乌鲁木齐,城区,北京,东城区",0,0,1
木合亚提·加尔木哈买提,0,1996,0,1999,2007,0,0,0,0,新疆,"阿勒泰,大连,塔城",0,0,0
范少军,0,0,0,0,2015,2016,0,0,6,"天津,上海","天津,宝山区,津,河东区,上海,东区,普陀区",0,0,0
刘南昌,0,1993,1994,1997,2003,2016,0,0,6,"河南,湖南,河北","三门峡,唐山",0,0,0
冯飞,0,0,1995,1997,0,0,2016,0,7,"天津,浙江","津,天津",0,0,0
高兴夫,0,0,0,1991,0,0,2016,0,7,"天津,浙江","津,天津",1,0,1
郑光照,0,0,0,0,0,2016,0,0,6,陕西,商洛,1,1,0
孙登峰,0,1989,1992,1999,2009,2011,0,0,0,"四川,江西,贵州","合作,新区",1,0,0
林应武,0,1989,1995,2000,0,2005,0,0,6,广东,"江门,中山",0,0,0
梅建华,1990,1993,0,1999,2000,0,0,0,0,"北京,山东,湖北","武汉,莱芜,北京",0,1,0
黄海昆,0,0,0,0,0,2016,0,0,6,广西,"钦州,玉林",1,1,0
凌云,0,0,0,1988,2003,2016,0,0,6,安徽,"亳州,合肥,厦门",1,1,0
左俊,1983,1993,0,2000,0,2007,0,0,0,安徽,"芜湖,鞍山,马鞍山",0,1,0
何焕秋,0,0,0,1998,2000,2009,0,0,0,辽宁,"本溪,铁岭,本溪满族自治县",1,1,1
陈如桂,0,0,0,0,0,2001,2017,0,7,广东,"深圳,广州,桂林,中山",1,1,1
许达哲,0,0,0,0,0,1995,2016,2016,8,"湖南,江西","余干县,哈尔滨",1,0,1
刘宛康,0,0,1987,0,0,2009,0,0,6,河南,"西安,洛阳,南阳,南京",1,1,0
卢勇,1998,2000,0,0,2007,2016,0,0,0,"四川,重庆","重庆,中区",0,0,0
马升昌,0,0,1991,0,0,2012,2018,0,7,"北京,山东,西藏","北京,拉萨,杭州,林芝",0,1,1
杨建武,0,0,0,0,0,2016,0,0,6,甘肃,金昌,1,1,1
汪明浩,0,0,0,0,0,2016,0,0,0,北京,"北京,平谷区",0,0,0
余功斌,0,0,0,0,2005,2016,0,0,6,"云南,辽宁,贵州","营口,鞍山,昆明",0,1,0
张战伟,0,0,1997,0,1997,2007,0,0,4,河南,济源,0,0,0
桑维亮,0,1984,1997,2006,2013,2016,0,0,0,贵州,"毕节,兴义",0,1,1
李延强,0,1988,0,0,1998,2012,0,0,6,"广西,内蒙古","北海,防城港,合作,南宁",1,1,1
戴启远,1986,0,1996,2002,2003,2016,0,0,6,安徽,"怀远县,淮南,泗县,滁州,蚌埠,淮北,五河县,郊区",0,1,0
宋殿宇,1984,1991,1996,1999,2004,2016,0,0,6,"河南,天津","洛阳,津,天津,濮阳",0,1,0
蒿慧杰,0,0,0,0,0,2008,0,0,6,河南,漯河,0,1,1
张冬云,1991,1996,0,0,2007,2014,0,0,0,安徽,"宿州,合肥,宣城",0,1,0
吴群刚,0,0,0,0,0,2002,0,0,6,"北京,四川,重庆","绵阳,重庆,北京,通州区,南充,通州,怀柔区",0,1,0
